code,name_latin,name_en,name_fr
876,Stemonosudis intermedia,Stemonosudis intermedia,Stemonosudis intermedia
877,Nesiarchus nasutus,Longnose escolar,Menton-pointu
878,Epigonus sp.,Epigonus sp.,Epigonus sp.
879,Epinephelus morio,Red grouper,M‚rou negre
880,Artediellus atlanticus,Atlantic hookear sculpin,Hame‡on atlantique
881,MYCTOPHUM OBTUSIROSTRE,MYCTOPHUM OBTUSIROSTRE,
882,LAMPANYCTUS CUPRARIUS,LAMPANYCTUS CUPRARIUS,
883,GONOSTOMA BATHYPHILUM,GONOSTOMA BATHYPHILUM,
884,NEONESTHES CAPERSIS,NEONESTHES CAPERSIS,
885,RHADINESTHES DECIMUS,RHADINESTHES DECIMUS,
886,ZU CRISTATUS,ZU CRISTATUS,
887,CHIASMODON BOLANGERI,CHIASMODON BOLANGERI,
888,EPIGONUS TELESCOPUS,EPIGONUS TELESCOPUS,
889,SEARSIA KOEFOEDI,SEARSIA KOEFOEDI,
890,Amia calva,Amia calva,Amia calva
891,LAMPRIFORMES,LAMPRIFORMES,
892,TRACHIPTERIDAE,RIBBONFISHES (NS),
893,TRACHIPTEROIDEI,TRACHIPTEROIDEI,
894,STERNOPTYX PSEUDOBSCURA,STERNOPTYX PSEUDOBSCURA,
895,PHOTOSTYLUS PYCNOPTERUS,PHOTOSTYLUS PYCNOPTERUS,
896,EINARA EDENTULA,EINARA EDENTULA,
897,SYNAGROPS SP.,SYNAGROPS SP.,
898,TARACTES ASPER,TARACTES ASPER,
899,EPINEPHELUS SP.,EPINEPHELUS SP.,
900,Phocidae f.,Seals (ns),Phoques
901,ECTREPOSEBASTES IMUS,ECTREPOSEBASTES IMUS,
902,LINOPHRYNIDAE,LINOPHRYNIDAE,
903,LINOPHRYNE BREVIBARBIS,LINOPHRYNE BREVIBARBIS,
904,EDRIOLYCHNUS SCHMIDTI,EDRIOLYCHNUS SCHMIDTI,
905,LINOPHRYNE MACRODON,LINOPHRYNE MACRODON,
906,UNCISUDIS LONGIROSTRIS,UNCISUDIS LONGIROSTRIS,
907,PARALEPIS BREVIROSTRIS,PARALEPIS BREVIROSTRIS,
908,ASTRONESTHES MICROPOGON,ASTRONESTHES MICROPOGON,
909,CHIASMODON SP.,CHIASMODON SP.,
910,Odobenidae f.,Odobenidae f.,Morses
911,TRACHIPTERUS TRACHIPTERUS,TRACHIPTERUS TRACHIPTERUS,
912,ARGYROPELECUS SLADENI,ARGYROPELECUS SLADENI,
913,AVOCETTINA INFANS,AVOCETTINA INFANS,
914,HOLTBYRNIA ANOMALA,HOLTBYRNIA ANOMALA,
915,NORMICHTHYS OPEROSUS,NORMICHTHYS OPEROSUS,
916,BATHOPHILUS CHIRONEMA,BATHOPHILUS CHIRONEMA,
917,MELAMPHAES LEPRUS,MELAMPHAES LEPRUS,
918,BATHOPHILUS LONGIPINNIS,BATHOPHILUS LONGIPINNIS,
919,SCOPELOBERYX NIGRESCENS,SCOPELOBERYX NIGRESCENS,
920,Odontoceit s.o.,Whales (ns),Mistyc_tes (baleines … fanons)
921,Globicephala melaena,Atl pilot whale,Globic‚phale noir de l'atlantique
922,Hyperoodon ampullatus,North-bottlenose whale,Baleine … bec commune
923,LEPTOSTOMIAS LONGIBARBA,LEPTOSTOMIAS LONGIBARBA,
924,CAREPROCTUS RANULUS,SEA TADPOLE,
925,MELANOSTOMIAS BARTONBEANI,MELANOSTOMIAS BARTONBEANI,
926,SCOMBROLABRAX HETEROLEPIS,SCOMBROLABRAX HETEROLEPIS,
927,GEMPYLUS SERPENS,SNAKE MACKEREL,
928,ARGYROPELECUS SP.,ARGYROPELECUS SP.,
929,GONOSTOMA ATLANTICUM,GONOSTOMA ATLANTICUM,
930,Odontoceit s.o.(dolphins),Dolphins (ns),Odontoc_tes (baleines … dents)
931,Tursiops truncatus,Atl bottlenosed dolphin,Dauphin … gros nez
932,Lagenorhynchus albirostris,White beaked dolphin,Dauphin … nez blanc
933,Lagenorhynchus acutus,Atl white-sided dolphin,Dauphin … flancs blancs
934,PHOTOSTOMIAS SP.,PHOTOSTOMIAS SP.,
935,DIPLOPHOS MADERENSIS,DIPLOPHOS MADERENSIS,
936,CHAENOPHRYNE DRACO,CHAENOPHRYNE DRACO,
937,MACROPARALEPIS NIGRA,MACROPARALEPIS NIGRA,
938,EVOXYMETOPON TAENIATUS,EVOXYMETOPON TAENIATUS,
939,LAMPADENA ANOMALA,LAMPADENA ANOMALA,
940,Brotula barbata,Bearded brotula,Brotula barbata
941,GRAMMATOSTOMIAS FLAGELLIBARBA,GRAMMATOSTOMIAS FLAGELLIBARBA,
942,POLYMETME CORYTHAEOLA,POLYMETME CORYTHAEOLA,
943,MELANOSTOMIAS VALDIVIAE,MELANOSTOMIAS VALDIVIAE,
944,TRACHINOTUS FALCATUS,PERMIT,
945,PHORONIDAE,PHORONIDAE,
946,LUMPENUS SP.,BLENNIES (NS),
947,APRISTURUS LAURUSSONI,APRISTURUS LAURUSSONI,
948,ASTRONESTHES SP. (RICHARDSONI?),"DRAGONFISH, SCALED (NS)",
949,BOROSTOMIAS SP.,"DRAGONFISH, BIGHEAD (NS)",
950,Otophidium omostigmum,Polka-dot cusk-eel,Otophidium omostigmum
951,STROMATEOIDEI (SUBORDER),RUFFS (NS),
952,BROTULINAE,BROTULIDS (NS),
953,CARAPID SP.,CARAPID SP.,
954,GONOSTOMA DENUDATUM,ANGLEMOUTH (NS),
955,MELANOCETUS MURRAYI,MELANOCETUS MURRAYI,
956,MELANOSTOMIAS MELANOPS,MELANOSTOMIAS MELANOPS,
957,PHOTONECTES BRAUERI,PHOTONECTES BRAUERI,
958,TARACTES SP.,TARACTES SP.,
959,ULTIMOSTOMIAS MIRABILIS,ULTIMOSTOMIAS MIRABILIS,
960,Caranx sp.,Caranx sp.,Caranx sp.
961,SEARSIID SP.,TUBE SHOUDERS,
962,DANAPHRYNE NIGRIFILIS,DANAPHRYNE NIGRIFILIS,
963,ROULEINA MADERENSIS,SMOOTHHEAD,
964,EUSTOMIAS POLYASTER,EUSTOMIAS POLYASTER,
965,Carcharhinus limbatus,Balcktip shark,Carcharhinus limbatus
966,ASTRONESTHIDAE,"DRAGONFISHES, BIGHEAD",
967,RAJA GARMANI,"SKATE, ROSETTE",
968,ALEPOCEPHALIDAE,SMOOTHHEADS (NS),
969,RAJA LENTIGINOSA,FRECKLED SKATE,
970,EUSTOMIAS SP.,EUSTOMIAS SP.,
971,CHIASMODONTIDAE,SWALLOWERS (NS),
972,LEPOPHIDIUM SP.,LEPOPHIDIUM SP.,
973,EUSTOMIAS ACINOSUS,EUSTOMIAS ACINOSUS,
974,MELAMPHAES EULEPIS,MELAMPHAES EULEPIS,
975,MELAMPHAES LONGIVELIS,MELAMPHAES LONGIVELIS,
976,MELAMPHAES POLYLEPIS,MELAMPHAES POLYLEPIS,
977,LAMPANYCTUS TENUIFORMIS,LAMPANYCTUS TENUIFORMIS,
978,LEPTOSTOMIAS HAPLOCAVLUS,LEPTOSTOMIAS HAPLOCAVLUS,
979,ALEPOCEPHALUS SP.,ALEPOCEPHALUS SP.,
980,SALMONIDAE F.,"SALMON, TROUTS, ETC.",
981,BREVIRAJA MARKLEI,BREVIRAJA MARKLEI,
982,SELAR BOOPS,OX-EYE SCAD,
983,APRISTURUS SP.,APRISTURUS SP.,
984,THYSANACTIS DENTEX,THYSANACTIS DENTEX,
985,ARISTOSTOMIAS GRIMALDI,ARISTOSTOMIAS GRIMALDI,
986,ASTRONESTHES CYCLOPHOTUS,ASTRONESTHES CYCLOPHOTUS,
987,MELANOSTOMIAS TENTACULATUS,MELANOSTOMIAS TENTACULATUS,
988,EUSTOMIAS MACRONEMA,EUSTOMIAS MACRONEMA,
989,GONIOPLECTRUS SP.,GONIOPLECTRUS SP.,
990,SYNODONTIS SP.,SYNODONTIS SP.,
991,BATHOPHILUS DIGITATUS,BATHOPHILUS DIGITATUS,
992,MELAMPHAES SIMUS,MELAMPHAES SIMUS,
993,DYSALOTUS ALCOCKI,DYSALOTUS ALCOCKI,
994,TRACHURUS SP.,TRACHURUS SP.,
995,BRAMIDAE,BRAMIDAE,
996,ONEIRODES EPITHALES,ONEIRODES EPITHALES,
997,PHYLLORHINICHTHYS MICRACTIS,ANGLER,
998,NEMATONURUS ARMATUS,ARMOURED GRENADIER,
1000,CARCHARHINUS ALTIMUS,BIGNOSE SHARK,
1001,SPHYRNA MOKARRAN,GREAT HAMMERHEAD SHARK,
1002,ALOPIAS SUPERCILIOSUS,BIGEYE THRESHER SHARK,
1003,CARCHARHINUS SIGNATUS,NIGHT SHARK,
1004,GALEOCERDO CUVIERI,TIGER SHARK,
1005,ISURUS PAUCUS,LONGFIN MAKO,
1006,HOPLOSTEHUS ATLANTICUS,ORANGE ROUGHY,
1007,BATHYRAJA RICHARDSONI,BATHYRAJA RICHARDSONI,
1008,BATHYROCETES MICROLEPS,BATHYROCETES MICROLEPS,
1009,HALOSAURIDAE,HALOSAURIDAE,
1010,HALOSAUROPSIS SPP.,HALOSAUROPSIS SPP.,
1011,HALOSAUROPSIS MARCROCHIS,HALOSAUROPSIS MARCROCHIS,
1012,LAENOMENA SP.,LAENOMENA SP.,
1013,NEZUMIA SP.,NEZUMIA SP.,
1014,NEZUMIA LONGBARBATUS,NEZUMIA LONGBARBATUS,
1015,NEZUMIA SCLERORHYUCHUS,NEZUMIA SCLERORHYUCHUS,
1016,RHODICHTHYS SPP.,RHODICHTHYS SPP.,
1017,ROULEINA ATTRITA,ROULEINA ATTRITA,
1018,SPECTRUNCULUS GRANDIS,CUSK EEL,
1019,VENEFICA PROCERA,NETTASTOMID EEL,
1020,SQUATINA DUMERILI,ATLANTIC ANGEL SHARK,
1021,BATHYRAJA RICHARDSONI,RICHARDSON'S RAY,
1022,BREVIRAJA SP.,BREVIRAJA SP.,
1023,BREVIRAJA PLUTONIA,BREVIRAJA PLUTONIA,
1024,ILOPHIS SP.,ILOPHIS SP.,
1025,VENEFICA PROCERA,VENEFICA PROCERA,
1026,NOTACANTHIFORMES,NOTACANTHIFORMES,
1027,HALOSAUROPSIS SP.,HALOSAUROPSIS SP.,
1028,HALOSAUROPSIS MACROCHIR,HALOSAUROPSIS MACROCHIR,
1029,ADROVANDIA SP,ADROVANDIA SP,
1030,ADROVANDIA AFFINIS,ADROVANDIA AFFINIS,
1031,BATHYTROCETES SP.,BATHYTROCETES SP.,
1032,BATHYTROCETES MICROLEPIS,BATHYTROCETES MICROLEPIS,
1033,BELLOCIA SP.,BELLOCIA SP.,
1034,NARCETES SP.,NARCETES SP.,
1035,NARCETES STOMIAS,NARCETES STOMIAS,
1036,HOLTBRYRNIA SP.,HOLTBRYRNIA SP.,
1037,BATHYPTEROIS SP.,BATHYPTEROIS SP.,
1038,BATHYPTEROIS GRALLATOR,BATHYPTEROIS GRALLATOR,
1039,BATHYPTEROIS LONGIPES,BATHYPTEROIS LONGIPES,
1040,BATHYPTYPHLOPS MARIONAE,BATHYPTYPHLOPS MARIONAE,
1041,LAEMONEMA SP.,LAEMONEMA SP.,
1042,CORYPHAENOIDES LEPTOLEPIS,CORYPHAENOIDES LEPTOLEPIS,
1043,NEZUMIA SP.,NEZUMIA SP.,
1044,NEZUMIA LONGIBARBATUS,NEZUMIA LONGIBARBATUS,
1045,NEZUMIA SCLERORYNCHUS,NEZUMIA SCLERORYNCHUS,
1046,SPECTRUNCULUS GRANDIS,SPECTRUNCULUS GRANDIS,
1047,BASSOGIGAS SP.,BASSOGIGAS SP.,
1048,BASSOGIGAS PROFUNDISSIMUS,BASSOGIGAS PROFUNDISSIMUS,
1049,BASSOZETUS TAENIA,BASSOZETUS TAENIA,
1050,NEOCYTTUS HELGAE,BLACK OREO,
1051,BATHYONUS LATICEPS,BATHYONUS LATICEPS,
1052,ROULEINA SP.,ROULEINA SP.,
1053,TRACHYRHYNCHUS SP.,TRACHYRHYNCHUS SP.,
1054,PARALEPIS ATLANTICA KROYER,DUCKBILL BARRACUDINA,
1055,SCOPELARCHIDAE F.,SCOPELARCHIDAE F.,
1056,STEREOMASTIS SCULPTA,STEREOMASTIS SCULPTA,
1091,,unidentified species,
1092,,unidentified species,
1093,,unidentified species,
1094,,unidentified species,
1095,,unidentified species,
1099,fish remains, ,
1100,Eggs unid.,Eggs unid.,Oeufs non-identifi‚
1200,Fish eggs-unidentified,Fish eggs-unidentified,Oeufs de poissons non-identifi‚
1210,Gadidae f.,Cod family (Eggs),Gadidae f. (Oeuf)
1211,Gadus morhua,Cod  eggs,Oeuf de morue
1212,Melanogrammus aeglefinus,Haddock eggs,Oeuf d'Aiglefin
1215,Maurolicus muelleri,Muller's pearlsides eggs,Maurolicus muelleri (Oeuf)
1218,"HEMITRIPTERUS AMERICANUS, EGGS","SEA RAVEN, EGGS",
1219,Liopsetta putnami,Smooth flounder eggs,Plie lisse (Oeuf)
1220,Paralichthys oblongus,Fourspot flounder eggs,Cardeau quatre ocelles (Oeuf)
1221,Clupea harengus,Herring eggs,Hareng atlantique (Oeuf)
1222,Hippoglossoides platessoides,Plaice eggs,Plie canadienne (Oeuf)
1223,Scomber scombrus,Mackerel eggs,Maquereau bleu (Oeuf)
1224,Raja sp.,Skate eggs unidentified,Oeufs de raie non sp‚cifi‚s
1225,Cyclopterus lumpus,Lumpfish  eggs,Grosse poule de mer (Oeuf)
1226,Ammodytes sp.,Sand lance eggs,Ammodytes sp. (Oeuf)
1227,Glyptocephalus cynoglossus,Witch  eggs,Plie grise (Oeuf)
1228,Myoxocephalus sp.,Sculpin eggs unid.,Chaboisseau sp. (Oeuf)
1229,Enchelyopus cimbrius,Four beard rockling eggs,Motelle … quatre barbillons (Oeuf)
1230,Limanda ferruginea,Yellowtail eggs,Limande … queue jaune (Oeuf)
1231,Pleuronectiformes o.,Unid. Flatfish eggs,Pleuronectiformes o. (Oeuf)
1232,Tautogolabrus adspersus,Cunner eggs,Tanche-tautogue (Oeuf)
1233,Urophycis tenuis,White hake eggs,Merluche blanche (Oeuf)
1234,Peprilus triacanthus,Butterfish eggs,Stromat‚e … fossette (Oeuf)
1235,Brosme brosme,Cusk eggs,Brosme (Oeuf)
1236,H4b eggs,Hake/4brock/butterfish/windowpane,
1237,Cod/haddock eggs,Cod/haddock eggs,
1238,Lophius americanus,Angler/monkfish eggs,Baudroie d'Am‚rique (Oeuf)
1239,Merluccius bilinearis,Silver hake eggs,Merlu argent‚ (Oeuf)
1240,Silver/l.f.hake eggs,Silver/l.f.hake eggs,
1241,S/l.f.hake/4b rock. Eggs,S/l.f.hake/4b rock. Eggs,
1242,Cod/haddock/witch eggs,Cod/haddock/witch eggs,
1243,Cusk/mackerel eggs,Cusk/mackerel eggs,
1244,Cunner/yellowtail eggs,Cunner/yellowtail eggs,
1245,Merluccius albidus,Offshore hake eggs,Merlu blanc (Oeuf)
1246,Urophycis sp.,Hake eggs,Merluches (Oeuf)
1247,Pollachius virens,Pollock eggs,Goberge (Oeuf)
1248,Hippoglossus hippoglossus,Atl halibut eggs,Fl‚tan Atlantique (Oeuf)
1249,Scophthalmus aquosus,Brill-windowpane eggs,Turbot de sable (Oeuf)
1250,Citharichthys arctifrons,Gulf stream fld eggs,Turbot du Gulf Stream
1251,Paralichthys dentatus eggs,Summer flounder eggs,
1252,Argentina silus eggs,Argentina silus eggs,
1253,Pseudopleuron. Americanus eggs,Winter flounder eggs,
1260,Gonostomatidae eggs,Gonostomatidae eggs,
1263,"ENGRAULIDAE, EGGS","ANCHOVY, EGGS",
1295,Liparis sp. Egg,Unidentified seasnail egg,
1297,"fish larvae, unid", ,
1300,Crustacea eggs,Crustacean eggs,
1305,Invertebrate eggs other,Invertebrate eggs other,
1309,"Copepoda, eggs","Copepoda, eggs",
1310,Decapoda eggs,Decapod eggs,
1311,Pandalid eggs,Pandalid eggs,
1312,Hyppolytid eggs,Hippolytid eggs,
1313,Cragonid eggs,Cragonid eggs,
1314,Crab eggs,Crab eggs,
1315,Lobster eggs,Lobster eggs,
1316,Hermit crab eggs,Hermit eggs,
1400,Annelid eggs,Annelid eggs unid.,
1410,Polychaeta eggs,Polychaete eggs unid.,
1420,Aphrodita aculeata eggs,Sea mouse eggs unid.,
1430,Sipuncula (gephyrea) eggs,Gephyreans eggs unid.,
1440,Nematoda eggs,Tube worms eggs unid.,
1500,Mollusca eggs,Mollusc eggs unid.,
1510,Buccinidae (fam.) Eggs,Whelk eggs unspecified,Oeufs de buccin non sp‚cifi‚s
1511,Gasteropoda eggs,Gastropod (snail/slug) eggs unspecified,Oeufs de gastropode non sp‚cifi‚s
1520,Pelecypoda eggs,Bivalve mollus eggs,
1530,Cephalopoda unid. Eggs,Squid eggs,
1600,Invertebrate eggs,Invertebrate eggs unspecified,Oeufs d'invret‚br‚s non sp‚cifi‚s
1700,Foraminifera o.,Foraminifera,
1701,Marine invertebrata (ns),Marine invertebrates (ns),Invert‚br‚s
1725,Allogromia sp.,Allogromia sp.,
1750,Radiolarida o.,Radiolarida o.,
1800,Protochordata sp.,Protochordata sp.,
1810,TUNICATA sp.,Tunicate / Sea squirt unspecified,Ascides / Truniqu‚ sessile non sp‚cifi‚
1815,Molgulidae f.,Molgulidae f.,
1820,Ascidia sp. Adult,Adult ascidians,
1821,Ascidia sp.,Sea squirts,
1822,Dendrodoa sp.,Dendrodoa sp.,
1823,BOLTENIA sp.,Sea potato unspecified,Patate de mer non sp‚cifi‚e
1824,Pelonaia sp.,Pelonaia sp.,
1825,Ascidia sp. Larval,Larval ascidians,
1826,Molgula manhattensis,Sea grapes,
1827,Halocynthia pyriformis,Sea peach,Pˆche de mer
1828,Amphioxus sp.,Sand blisters,
1830,Larvacea c.,Larvacea c.,Appendiculaires
1831,Oikopleura sp.,Oikopleura sp.,
1840,Salpidae f.,Salpidae f.,
1845,Thaliacea c.,Thaliacea c.,Tuniciers (Thaliacea)
1900,Bryozoans p.,Bryozoans p.,
1910,Entoprocta p.,Entoprocta p.,Entoproctes
1920,Bryozoans ectoprocta p.,Bryozoans ectoprocta,Bryozoaires
1930,Brachiopoda (phy.),Lampshells unspecified,Brachiopode non sp‚cifi‚
1931,Rhynchonella sp.,Rhynchonella sp.,
1932,Terebratulina sp.,Terebratulina sp.,
1940,PHORONIDA,PHORONIDA,
1941,PHORONIDAE,PHORONIDAE,
2000,Crustacea c.,Crustacea c.,Crustac‚s
2001,Crustacea larvae,Crustacea larvae,
2005,crustacean remains, ,
2010,Decapoda larvae,Decapoda larvae,
2100,Decapoda (ord.),Decapod unspecified,decapode non sp‚cifi‚
2200,Pandalidae (fam.),Pandalid shrimp ,Crevette pandalide
2210,Pandalus sp.,Pandalus sp.,Crevette (Pandalus)
2211,Pandalus borealis,Pandalus borealis,Crevette nordique
2212,Pandalus montagui,Pandalus montagui,Crevette ‚sope
2213,Pandalus propinquus,Pandalus propinquus,Crevette
2214,Dichelopandalus leptocerus,D. Leptocerus,Crevette
2215,Dichelopandalus sp.,Dichelopandalus sp.,Crevettes
2219,Pasiphaeidae f.,Pasiphaeidae f.,Crevettes (Pasiphaid‚s)
2220,Pasiphaea tarda,Shrimp,Sivade
2221,Pasiphaea multidentata,P. Multidentata,Sivade rose (Crevette blanche)
2240,Palaemonidae f.,Palaemonidae f.,Crevettes
2245,Palaemonetes vulgaris,"Shore shrimp,common prawn",Bouquet des marais
2300,Hippolytidae f.,Hippolytidae f.,Boucs
2309,Hippolyte zostericola,Eel grass shrimp,
2310,Spirontocaris sp.,Spirontocaris,Boucs
2311,Spirontocaris fabricii (obsolete),S. Fabrici,
2312,Lebbeus polaris,Lebbeus polaris,Bouc (crevette)
2313,Spirontocaris liljeborgii,S. Liljeborgii,Bouc ‚pineux
2314,Spirontocaris macilenta (obsolt),S. Macilenta,
2315,Spirontocaris phippsii,S. Phippsii,Bouc
2316,Spirontocaris spinus,S. Spinus,Bouc perroquet
2317,Eualus pusiolus,Eualus pusiolus,Bouc
2318,Caridion gordoni,Caridion gordoni,Bouc
2319,Lebbeus groenlandicus,L. Groenlandicus,Bouc
2320,Lebbeus sp.,Lebbeus sp.,Boucs
2321,Lebbeus zebra,Lebbeus zebra,Bouc
2330,Eualus sp.,Eualus sp.,Boucs
2331,Eualus macilentus,Eualus macilentus,Bouc du Groenland
2332,Eualus fabricii,Eualus fabricii,Bouc Arctique
2333,Eualus gaimardii,Eualus gaimardii,Bouc
2350,Cladocera o.,Cladocera o.,Cladoc_res
2351,Podon sp.,Podon sp.,
2352,Evadne sp.,Evadne sp.,
2400,Crangonidae f.,Crangonidae   f.,Crevettes
2401,Snapping shrimp (obsolete),Snapping shrimp,
2410,Argis sp.,Argis sp.,Crevettes
2411,Argis dentata,Argis dentata,Crevette verte
2412,Pontophilus brevirostris,P. Brevirostris,Crevette
2413,Sclerocrangon sp.,Sclerocrangon sp.,Crevettes
2414,Sclerocrangon boreas,S. Boreas,Crevette de roche (cisel‚e)
2415,Pontophilus norvegicus,P. Norvegicus,Crevette
2416,CRANGON sp.,Brown / sand shrimp unspecified,Crevette grise non sp‚cifi‚e
2417,Crangon septemspinosa,C. Septemspinosa,Crevette sable
2420,Sabinea sp.,Sabinea sp.,Crevettes
2421,Sabinea septemcarinata,S. Septemcarinata,Crevette
2450,Penaeidae f.,Penaeidae f.,Crevettes
2499,shrimp-like, ,
2507,crab, ,
2508,Calappidae f.,Calappidae f.,
2509,Cancridae f.,Cancer crab (ns),Crabes
2510,Brachyura s.,Brachiuran crabs,Crabes
2511,Cancer borealis,Jonah crab,Crabe tourteau boreal
2512,Callinectes sapidus,Blue crab,
2513,Cancer irroratus,Atlantic rock crab,Crabe tourteau commun
2514,Limulus polyphemus,Horseshoe crab (american),
2515,Portunidae f.,Portunidae f.,Crabes
2516,crab (Anomura), ,
2519,Majidae f.,Spider crab (ns),Crabes araign‚e
2520,Hyas sp.,"Toad crab,unident.",Crabes lyre
2521,Hyas coarctatus,Hyas coarctatus,Crabe lyre (arctique)
2522,Chionoecetes sp. - obsolete,"Spider/(queen,snow)unid",Crabe des neiges
2523,Lithodes maja,Northern stone crab,Crabe ‚pineux du Nord
2524,Cancer sp.,Rock crab unspecified,Crabe commun non sp‚cifi‚
2525,Lithodes/neolithodes,Spiny crab,
2526,Chionoecetes opilio,Snow crab (queen),Crabe des neiges
2527,Hyas araneus,Toad crab,Crabe lyre (araign‚e)
2528,Neolithodes grimaldi,Spiny spider crab,Crabe ‚pineux (Araign‚e de mer)
2529,Calappa megalops,Calappa megalops,
2531,Carcinus maenas,Green crab,Crabe vert
2532,Geryon quinquedens,Deep sea red crab,Crabe abyssal rouge
2533,Lyreidus bairdii,Lyreidus bairdii,
2535,Spirorbis sp.,Spirorbis sp.,
2536,Erichthonius rubricornis,E. Rubricornis,
2537,Unciola irrorata,Unciola irrorata,
2538,Ovalipes sp, ,
2539,Ovalipes ocellatus,Lady crab,
2540,Axiidae f.,Axiidae f.,
2541,Axius serratus,Axius serratus,
2550,Homarus americanus,American lobster,Homard am‚ricain
2551,Homarus americanus larvae,Lobster larvae,
2552,HOMARUS AMERICANUS (SHORT),SHORT LOBSTER,
2553,HOMARUS AMERICANUS (BERRIED),BERRIED LOBSTER,
2554,Galatheidae f.,Galatheidae f.,
2555,Munida iris,Munida iris,
2556,Munida valida,Munida valida,
2558,Pagurus politus,Pagurus politus,Bernard l'hermite
2560,Paguroidea s.f.,Paguroidea s.f.,
2561,Pagurus sp.,Pagurus sp.,Bernards l'hermite droitiers
2562,Pagurus acadianus,Pagurus acadianus,Bernard l'hermite acadien
2563,Pagurus kroyeri (obsolete),Pagurus kroyeri,Bernard l'hermite
2564,Pagurus pubescens,Pagurus pubescens,Bernard l'hermite
2565,Thalassinidae s.f.,Mud shrimp,
2566,Munidopsis curvirostra,M. Curvirostra,
2567,Calocaris macandreae,C. Macandreae,Crevettes fouisseuses
2568,Pagurus arcuatus,Pagurus arcuatus,Bernard l'hermite chevelu
2600,Euphausiacea o.,Krill shrimp,Euphausides
2605,Limacina sp.,Limacina sp.,Pt‚ropode (papillons de mer)
2606,Thecosomata o.,Thecosomata o.,Pt‚ropodes (th‚cosome)
2610,Euphausiidae f.,Euphausiidae f.,Euphausides
2611,Meganyctiphanes norvegica,M. Norvegica,Euphauside
2612,Euphausia sp.,Euphausia sp.,Euphausides
2613,Euphausia krohni,Euphausia krohni,Euphauside
2620,Thysanoessa sp.,Thysanoessa sp.,Euphausides
2621,Thysanoessa raschii,T. Raschii,Euphauside
2622,Thysanoessa inermis,T. Inermis,Euphauside
2623,Thysanoessa longicaudata,T. Longicaudata,Euphauside
2624,Thysanoessa acutifrons,T. Acutifrons,
2650,Ostracoda s.c.,Ostracoda s.c.,Ostracodes
2699,Euphausiacea/mysidacea o.,Eupausiids (ns),
2700,Mysidacea o.,Mysid shrimp,Mysidac‚s
2710,Mysis sp.,Mysis sp.,Mysidac‚s
2711,Mysis stenolepis,Mysis stenolepis,Mysidac‚
2712,Mysis mixta,Mysis mixta,Mysidac‚
2713,Mysis gaspensis,Mysis gaspensis,Mysidac‚
2714,MYSIS OCULATA,MYSIS OCULATA,
2715,MYSIDAE F.,MYSIDAE F.,
2721,Pseudomma affine,Pseudomma affine,Mysidac‚
2722,Pseudomma truncatum,P. Truncatum,Mysidac‚
2731,Erythrops erythropthalma,E. Erythropthalma,Mysidac‚
2732,Meterythrops robustus,M. Robustus,Mysidac‚
2733,Stilomysis grandis,S. Grandis,Mysidac‚
2734,Neomysis americana,Neomysis americana,Mysidac‚
2735,Boreomysis tridens,B. Tridens,Mysidac‚
2790,PARDALISCA SP.,PARDALISCA SP.,
2791,PARDALISCA CUSPIDATA,PARDALISCA CUSPIDATA,
2792,PARDALISCA TENUIPES,PARDALISCA TENUIPES,
2800,Amphipoda o.,Amphipoda o.,Amphipodes
2801,HYPERIA MEDUSARUM,AMPHIPOD,
2802,HYPERIA OCULATA,AMPHIPOD,
2803,ARRHIS PHYLLONIX,AMPHIPODS,
2804,NEOHELA MONSTROSA,NEOHELA MONSTROSA,
2805,Paramphithoe hystrix,Paramphithoe hystrix,Gammaride
2806,Pardaliscidae f.,Pardaliscidae f.,Gammarides
2807,PLEUSTIDAE F.,PLEUSTIDAE F.,
2808,MAERA SP.,MAERA SP.,
2809,Parathemisto sp.,Parathemisto sp.,Hyp‚ride
2810,Hyperia sp.,Hyperia sp.,Hyp‚ride
2811,Gammaridae f.,Gammaridae f.,
2812,Melita dentata,Melita dentata,Gammaride
2813,Casco bigelowi,Casco bigelowi,
2814,Melita sp.,Melita sp.,Gammarides
2815,Stenothoe brevicornis,S. Brevicornis,
2816,HAPLOOPS SP.,HAPLOOPS SP.,
2817,DULICHIA SPINOSISSIMA,DULICHIA SPINOSISSIMA,
2818,Dulichia monacantha,D. Monacantha,
2819,Gammaridea s.o.,"White,g. Amphi",Gammarides
2820,Gammarus sp.,Gammarus sp.,
2821,Ceradocus torelli,Ceradocus torelli,Gammaride
2822,Leptocheirus pinguis,Purple amphi,
2823,Unciola sp.,Red amphi,
2824,Isopoda o.,Red isopod,
2825,Maera loveni,Maera loveni,Gammaride
2826,PLEUSTES MEDIUS,PLEUSTES MEDIUS,
2827,Dulichia sp.,Dulichia sp.,
2828,Tiron sp.,Tiron sp.,
2829,Hippomedon serratus,H. Serratus,
2830,Lysianassidae f.,Lysianassidae f.,Gammarides
2831,Orchomonella sp.,Orchomonella sp.,Gammarides
2832,Tmetonyx sp.,Tmetonyx sp.,Gammarides
2833,Anonyx sp.,Anonyx sp.,Gammarides
2834,Orchomonella pinguis,O. Pinguis,Gammaride
2835,Hippomedon denterulatus,H. Denterulatus,
2836,Hippomedon propinquus,H. Propinquus,Gammaride
2837,Tmetonyx cicada,Tmetonyx cicada,Gammaride
2838,Hippomedon sp.,Hippomedon sp.,Gammarides
2839,Unciola inermis,Unciola inermis,
