"date","zone","tow.number","tow.id","valid","station.type","captain","start.time.logbook","stop.time.logbook","start.time","stop.time","haul.time","liftoff.time","longitude","latitude","longitude.start","longitude.stop","latitude.start","latitude.stop","longitude.start.logbook","longitude.stop.logbook","latitude.start.logbook","latitude.stop.logbook","depth","bottom.temperature","warp","swept.area","swept.area.method","groundfish.sample","water.sample","comment"
"2024-07-31","12",13,"GP048F",1,"free","Ghislain Bourgeois","20:31:12","20:36:13","20:31:10","        ","20:38:57","20:36:18",NA,NA,-6350.0017,-6349.8562,4726.5917,4726.7601,-6350,-6349.856,4726.5928,4726.7601,35,0.22,100,2790,"average",0,NA,"Stable ~ 2.1 kts"
"2024-08-01","12",1,"GP066F",1,"free","Ghislain Bourgeois","05:39:16","05:44:17","05:38:41","        ","05:46:51","05:44:19",NA,NA,-6347.0953,-6346.8749,4728.2805,4728.4182,-6347.073,-6346.874,4728.2943,4728.4182,38,0.54,100,2807,"model",0,NA,"Stable ~ 2.1 kts"
"2024-08-01","12",2,"GP050F",1,"free","Ghislain Bourgeois","06:41:47","06:46:49","06:41:20","        ","06:49:19","06:46:55",NA,NA,-6354.0632,-6353.8972,4729.0362,4729.2024,-6354.05,-6353.897,4729.05,4729.2024,33,0.22,100,3423,"model",0,NA,"Stable ~ 2.1 kts"
"2024-08-01","12",3,"GP032F",0,"free","Ghislain Bourgeois","07:49:26","07:54:25","        ","        ","07:56:42","        ",NA,NA,NA,NA,NA,NA,-6401.018,-6400.848,4730.2585,4730.4026,23,1.26,75,NA,"",0,NA,"Chalut déchiré (poche) - stable ~ 2.1 kts"
"2024-08-01","12",4,"GP032FR1",1,"fixed","Ghislain Bourgeois","08:35:17","08:40:18","08:35:12","        ","08:42:42","08:40:25",NA,NA,-6400.232,-6400.0681,4730.8828,4731.0404,-6400.229,-6400.068,4730.8857,4731.0404,24,1.22,75,1955,"model",0,NA,"Stable ~ 2.1 kts"
"2024-08-01","12",5,"GP047F",1,"free","Ghislain Bourgeois","09:42:24","09:47:24","09:42:16","        ","09:49:56","09:47:33",NA,NA,-6354.0342,-6353.8737,4736.5745,4736.735,-6354.029,-6353.873,4736.5784,4736.735,30,0.3,100,3153,"model",0,NA,"Stable ~ 2.1 kts"
"2024-08-01","12",6,"GP040F",1,"free","Ghislain Bourgeois","11:27:59","11:33:01","11:27:42","        ","11:36:15","11:33:06",NA,NA,-6405.6038,-6405.8068,4740.695,4740.8435,-6405.614,-6405.806,4740.7023,4740.8435,41,1.1,125,2578,"model",0,NA,"Force a cause de vase ~ 2.0 kts"
"2024-08-01","12",7,"GP022F",1,"free","Ghislain Bourgeois","12:21:55","12:26:56","12:21:29","        ","12:30:15","12:27:02",NA,NA,-6409.675,-6409.6006,4739.0847,4739.2786,-6409.67,-6409.6,4739.0999,4739.2786,40,1.09,125,2658,"average",0,NA,"Stable ~ 2.1 kts"
"2024-08-01","12",8,"GP030F",1,"fixed","Ghislain Bourgeois","13:10:41","13:15:41","13:10:30","        ","13:19:15","13:15:50",NA,NA,-6409.8889,-6409.9603,4741.7516,4741.9406,-6409.89,-6409.96,4741.7588,4741.9406,39,1.1,125,2087,"model",0,NA,"Force a cause de vase ~ 2.0 kts"
"2024-08-01","12",9,"GP042F",1,"fixed","Ghislain Bourgeois","14:32:59","14:37:59","14:32:27","        ","14:41:10","14:38:05",NA,NA,-6400.1222,-6359.8654,4745.8257,4745.9384,-6400.096,-6359.865,4745.8369,4745.9384,45,1.17,125,2538,"average",0,NA,"Stable ~ 2.1 kts"
"2024-08-01","12",10,"GP041F",1,"free","Ghislain Bourgeois","15:23:10","15:28:12","15:23:04","        ","15:31:16","15:28:22",NA,NA,-6400.9886,-6401.0811,4749.2838,4749.4617,-6400.99,-6401.081,4749.287,4749.4617,43,1.1,125,2549,"average",0,NA,"Stable ~ 2.1 kts"
"2024-08-01","12",11,"GP031F",0,"free","Ghislain Bourgeois","17:06:48","17:11:47","        ","        ","17:13:49","        ",NA,NA,NA,NA,NA,NA,-6410.067,-6409.776,4750.2355,4750.2512,29,1.06,75,NA,"",0,NA,"Accrochages ~ 2.1 kts"
"2024-08-01","12",12,"GP031FR1",0,"free","Ghislain Bourgeois","17:47:37","17:52:38","        ","        ","17:55:34","        ",NA,NA,NA,NA,NA,NA,-6409.93,-6409.653,4750.2758,4750.2286,30,NA,75,NA,"",0,NA,"Accrochages ~ 2.1 kts"
"2024-08-01","12",13,"GP031FR2",0,"free","Ghislain Bourgeois","18:54:39","18:59:40","        ","        ","19:01:54","        ",NA,NA,NA,NA,NA,NA,-6413.746,-6413.461,4750.054,4750.0174,23,1.69,75,NA,"",0,NA,"Chalut déchiré (aile et poche) - accrochages ~ 2.1 kts"
"2024-08-02","12",1,"GP008F",1,"free","Ghislain Bourgeois","05:40:28","05:45:29","05:40:32","        ","05:48:47","05:45:37",NA,NA,-6508.2882,-6508.0479,4753.6759,4753.757,-6508.291,-6508.047,4753.6747,4753.757,42,1.14,125,2080,"model",0,NA,"Stable ~ 2.1 kts"
"2024-08-02","12",2,"GP011F",1,"free","Ghislain Bourgeois","06:40:45","06:45:47","06:40:45","        ","06:49:01","06:45:52",NA,NA,-6500.8315,-6500.5844,4756.9797,4757.066,-6500.831,-6500.584,4756.9797,4757.066,45,1.18,125,2039,"model",0,NA,"Force a cause de vase ~ 2.0 kts"
"2024-08-02","12",3,"GP009F",1,"free","Ghislain Bourgeois","07:43:05","07:48:06","07:42:57","        ","07:50:10","07:48:13",NA,NA,-6459.5627,-6459.2875,4753.1803,4753.2409,-6459.555,-6459.287,4753.1824,4753.2409,26,1.1,75,2716,"model",0,NA,"Stable ~ 2.1 kts"
"2024-08-06","12",1,"GP006F",1,"fixed","Ghislain Bourgeois","15:52:56","15:57:59","15:52:37","        ","16:01:04","15:58:15",NA,NA,-6520.5418,-6520.2985,4749.5273,4749.4071,-6520.528,-6520.298,4749.5201,4749.4071,33,1.14,100,3054,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2024-08-06","12",2,"GP002F",1,"fixed","Ghislain Bourgeois","17:27:09","17:32:08","17:27:33","        ","17:34:14","17:32:13",NA,NA,-6532.5382,-6532.3521,4749.0708,4748.9475,-6532.552,-6532.352,4749.0835,4748.9475,24,1.02,75,2067,"model",0,NA,"Force a cause de vase ~ 2.1 kts"
"2024-08-06","12",3,"GP004F",1,"free","Ghislain Bourgeois","19:12:53","19:17:52","19:13:52","        ","19:19:52","19:17:53",NA,NA,-6529.0043,-6528.808,4751.849,4751.7775,-6529.051,-6528.808,4751.8708,4751.7775,33,1.1,100,1112,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2024-08-06","12",4,"GP003F",1,"fixed","Ghislain Bourgeois","20:10:35","20:15:35","20:10:34","        ","20:17:42","20:15:45",NA,NA,-6531.4634,-6531.1937,4754.6211,4754.5644,-6531.462,-6531.193,4754.6209,4754.5644,26,1.1,75,3044,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-07","12",1,"GP001F",1,"fixed","Ghislain Bourgeois","05:42:29","05:47:29","05:42:40","        ","05:49:41","05:47:43",NA,NA,-6537.6624,-6537.4013,4758.5764,4758.56,-6537.672,-6537.401,4758.5771,4758.56,25,1.13,75,2318,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-07","12",2,"GP005F",1,"free","Ghislain Bourgeois","07:18:26","07:23:26","07:18:20","        ","07:25:37","07:23:38",NA,NA,-6520.8227,-6520.5521,4757.4014,4757.4521,-6520.817,-6520.552,4757.4021,4757.4521,26,1.26,75,2399,"average",0,NA,"Stable ~ 2.2 kts"
"2024-08-07","12",3,"GP007F",1,"free","Ghislain Bourgeois","08:14:10","08:19:11","08:14:20","        ","08:22:14","08:19:18",NA,NA,-6511.2032,-6510.9321,4755.7651,4755.7444,-6511.212,-6510.932,4755.7662,4755.7444,43,1.18,125,2131,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2024-08-07","12",4,"GP010F",1,"free","Ghislain Bourgeois","09:46:55","09:51:52","09:46:35","        ","09:55:11","09:51:58",NA,NA,-6459.2993,-6459.0652,4802.5578,4802.6807,-6459.285,-6459.065,4802.5658,4802.6807,46,1.18,125,3430,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-07","12",5,"GP012F",1,"free","Ghislain Bourgeois","10:59:05","11:04:08","10:59:22","        ","11:07:41","11:04:10",NA,NA,-6446.624,-6446.3684,4803.7898,4803.7323,-6446.64,-6446.368,4803.7917,4803.7323,46,1.18,125,2343,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2024-08-07","12",6,"GP013F",1,"free","Ghislain Bourgeois","12:48:49","12:53:49","12:48:43","        ","12:57:20","12:54:00",NA,NA,-6437.2385,-6437.0093,4811.2015,4811.3129,-6437.234,-6437.009,4811.2036,4811.3129,49,1.3,150,2475,"average",0,NA,"Force a cause de vase ~ 2.2 kts"
"2024-08-07","12",7,"GP015F",1,"fixed","Ghislain Bourgeois","14:21:41","14:26:42","14:22:33","        ","14:27:59","14:26:46",NA,NA,-6423.9518,-6423.7379,4808.2983,4808.3637,-6423.998,-6423.737,4808.2863,4808.3637,19,3.37,50,1557,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-07","12",8,"GP017F",1,"free","Ghislain Bourgeois","15:15:54","15:20:53","15:16:23","        ","15:24:22","15:21:01",NA,NA,-6425.5457,-6425.3753,4811.7818,4811.9032,-6425.566,-6425.375,4811.7691,4811.9032,51,1.22,150,2200,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2024-08-07","12",9,"GP021F",1,"free","Ghislain Bourgeois","16:17:28","16:22:33","16:18:08","        ","16:25:59","16:22:34",NA,NA,-6418.5461,-6418.3454,4815.0427,4815.1352,-6418.577,-6418.345,4815.0305,4815.1352,58,1.34,175,1761,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2024-08-07","12",10,"GP020F",1,"fixed","Ghislain Bourgeois","17:08:00","17:13:02","17:07:45","        ","17:17:32","17:13:16",NA,NA,-6420.0987,-6419.9179,4816.0417,4816.2007,-6420.089,-6419.917,4816.0475,4816.2007,60,1.46,175,2296,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2024-08-07","12",11,"GP014F",1,"fixed","Ghislain Bourgeois","18:19:33","18:24:33","18:19:39","        ","18:27:42","18:24:39",NA,NA,-6426.6712,-6426.9496,4820.4438,4820.4719,-6426.665,-6426.949,4820.4434,4820.4719,44,1.35,125,3459,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-07","12",12,"GP034F",0,"free","Ghislain Bourgeois","20:52:39","20:53:31","        ","        ","20:56:22","        ",NA,NA,NA,NA,NA,NA,-6407.007,-6407.025,4827.0286,4827.0035,36,1.65,100,NA,"",0,NA,"Accroche avant 5 minutes - accroche et force ~ 2.2 kts"
"2024-08-09","12",1,"GP034FR1",1,"free","Ghislain Bourgeois","05:45:49","05:50:55","05:45:57","        ","05:53:30","05:50:58",NA,NA,-6406.2878,-6406.2662,4826.7599,4826.5722,-6406.288,-6406.266,4826.7644,4826.5722,33,1.34,100,3205,"model",0,NA,"Accroche et force ~ 2.2 kts"
"2024-08-09","12",2,"GP027F",1,"fixed","Ghislain Bourgeois","07:13:04","07:18:05","07:13:19","        ","07:21:15","07:18:10",NA,NA,-6410.9452,-6411.0642,4832.5779,4832.4231,-6410.938,-6411.064,4832.5863,4832.4231,43,1.41,125,2158,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2024-08-09","12",3,"GP033F",1,"free","Ghislain Bourgeois","08:22:08","08:27:08","08:22:17","        ","08:31:38","08:27:21",NA,NA,-6407.4024,-6407.4373,4832.345,4832.1703,-6407.401,-6407.437,4832.3502,4832.1703,56,1.89,175,2928,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2024-08-09","12",4,"GP038F",1,"free","Ghislain Bourgeois","10:08:08","10:12:19","10:07:44","        ","10:18:35","10:17:10",NA,NA,-6404.4742,-6404.4898,4840.0236,4839.8505,-6404.477,-6404.489,4840.0078,4839.8505,58,1.87,175,2322,"model",0,NA,"Accroche avant 5 minutes - accrochages ~ 2.2 kts"
"2024-08-09","12",5,"GP054F",1,"free","Ghislain Bourgeois","11:43:43","11:48:42","11:43:40","        ","11:55:15","11:48:55",NA,NA,-6357.4474,-6357.2384,4843.8483,4843.9789,-6357.445,-6357.238,4843.8497,4843.9789,80,4.6,250,2493,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-09","12",6,"GP035F",1,"fixed","Ghislain Bourgeois","13:01:37","13:06:39","13:01:50","        ","13:09:55","13:06:59",NA,NA,-6406.5928,-6406.5743,4844.9661,4844.7855,-6406.592,-6406.574,4844.9745,4844.7855,42,1.6,125,2981,"average",0,NA,"Accroche et force ~ 2.2 kts"
"2024-08-11","12",1,"GP057F",1,"free","Ghislain Bourgeois","07:05:47","07:10:49","07:05:49","        ","07:14:35","07:10:45",NA,NA,-6359.6008,-6359.4722,4833.3906,4833.2242,-6359.601,-6359.472,4833.3914,4833.2242,52,1.89,150,4159,"model",0,NA,"Accroche et force ~ 2.2 kts"
"2024-08-11","12",2,"GP056F",0,"free","Ghislain Bourgeois","08:36:21","08:41:23","        ","        ","08:49:22","        ",NA,NA,NA,NA,NA,NA,-6350.917,-6350.942,4837.083,4836.892,91,4.27,275,NA,"",0,NA,"Chalut déchiré (poche et belly) - accroche et force ~ 2.2 kts"
"2024-08-11","12",3,"GP056FR1",1,"free","Ghislain Bourgeois","09:44:27","09:49:28","09:44:43","        ","09:56:34","09:49:43",NA,NA,-6350.3678,-6350.4986,4837.2471,4837.0896,-6350.361,-6350.498,4837.2551,4837.0896,86,4.31,250,3060,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-11","12",4,"GP064F",1,"free","Ghislain Bourgeois","10:54:48","10:59:49","10:54:21","        ","11:07:31","10:59:59",NA,NA,-6349.7109,-6349.6634,4839.6287,4839.4151,-6349.69,-6349.663,4839.602,4839.4114,77,4.26,225,3375,"model",0,NA,"Accroche et force ~ 2.2 kts"
"2024-08-11","12",5,"GP074F",1,"free","Ghislain Bourgeois","11:51:37","11:56:39","11:51:37","        ","12:03:16","11:56:42",NA,NA,-6347.984,-6348.1709,4836.2445,4836.0996,-6347.984,-6348.17,4836.2445,4836.0996,77,3.84,225,3491,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-11","12",6,"GP083F",1,"free","Ghislain Bourgeois","13:44:03","13:49:03","13:44:28","        ","13:53:55","13:49:07",NA,NA,-6337.1328,-6337.3169,4833.2349,4833.3728,-6337.115,-6337.316,4833.2232,4833.3728,64,2.98,200,3404,"model",0,NA,"Accroche et force ~ 2.2 kts"
"2024-08-11","12",7,"GP065F",1,"free","Ghislain Bourgeois","15:19:43","15:24:45","15:19:48","        ","15:31:59","15:24:53",NA,NA,-6344.711,-6344.8263,4827.4783,4827.6482,-6344.709,-6344.826,4827.4752,4827.6482,83,3.83,250,2782,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2024-08-11","12",8,"GP059F",1,"free","Ghislain Bourgeois","16:54:35","16:59:37","16:54:27","        ","17:03:38","16:59:40",NA,NA,-6353.3266,-6353.2778,4824.8859,4825.0775,-6353.327,-6353.277,4824.8904,4825.0775,57,2.36,175,2826,"model",0,NA,"Accroche et force ~ 2.2 kts"
"2024-08-11","12",9,"GP058F",1,"free","Ghislain Bourgeois","18:28:19","18:33:19","18:28:22","        ","18:38:13","18:33:27",NA,NA,-6350.7464,-6350.5399,4820.3338,4820.4576,-6350.748,-6350.539,4820.3323,4820.4576,59,2.77,175,3293,"average",0,NA,"Force a cause de vase ~ 2.2 kts"
"2024-08-11","12",10,"GP073F",1,"free","Ghislain Bourgeois","19:29:12","19:34:13","19:29:15","        ","19:37:41","19:34:21",NA,NA,-6345.266,-6344.9799,4819.2323,4819.2503,-6345.268,-6344.979,4819.2323,4819.2503,45,1.78,125,3256,"average",0,NA,"Stable ~ 2.2 kts"
"2024-08-11","12",11,"GP118F",1,"free","Ghislain Bourgeois","20:30:59","20:35:59","20:31:05","        ","20:40:21","20:36:06",NA,NA,-6342.4849,-6342.2132,4815.2316,4815.2753,-6342.49,-6342.213,4815.2308,4815.2753,50,1.81,150,3162,"average",0,NA,"Stable ~ 2.2 kts"
"2024-08-12","12",1,"GP071F",1,"free","Ghislain Bourgeois","05:43:48","05:48:50","05:43:54","        ","05:52:51","05:48:59",NA,NA,-6349.5023,-6349.5453,4810.4427,4810.624,-6349.502,-6349.545,4810.4394,4810.624,48,1.42,150,3506,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-12","12",2,"GP029F",1,"free","Ghislain Bourgeois","07:22:01","07:27:02","07:21:54","        ","07:29:44","07:27:12",NA,NA,-6401.0058,-6400.976,4816.2555,4816.0674,-6401.005,-6400.976,4816.2514,4816.0674,34,1.23,100,2935,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-12","12",3,"GP037F",0,"free","Ghislain Bourgeois","08:13:21","08:18:22","        ","        ","08:20:54","        ",NA,NA,NA,NA,NA,NA,-6404.311,-6404.213,4813.8997,4813.7294,36,1.14,125,NA,"",0,NA,"Accroche et force ~ 2.2 kts"
"2024-08-12","12",4,"GP037FR1",1,"free","Ghislain Bourgeois","08:44:12","08:49:14","08:44:17","        ","08:51:48","08:49:13",NA,NA,-6404.348,-6404.2571,4813.9969,4813.8222,-6404.349,-6404.257,4813.9999,4813.8222,36,1.14,100,2947,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-12","12",5,"GP055F",0,"free","Ghislain Bourgeois","10:00:06","10:05:06","        ","        ","10:07:04","        ",NA,NA,NA,NA,NA,NA,-6405.347,-6405.201,4806.3003,4806.1366,21,2.93,75,NA,"",0,NA,"Chalut déchiré (poche et belly) - accroche et force ~ 2.2 kts"
"2024-08-12","12",6,"GP055FR1",0,"free","Ghislain Bourgeois","11:00:51","11:05:51","        ","        ","11:07:50","        ",NA,NA,NA,NA,NA,NA,-6404.475,-6404.349,4805.5016,4805.3349,21,2.85,75,NA,"",0,NA,"Chalut brisé - accroche et force ~ 2.2 kts"
"2024-08-12","12",7,"GP053F",1,"free","Ghislain Bourgeois","12:16:28","12:21:29","12:16:25","        ","12:24:55","12:21:33",NA,NA,-6356.3672,-6356.1396,4802.2645,4802.1531,-6356.365,-6356.139,4802.2633,4802.1531,48,1.18,150,2746,"average",0,NA,"Force a cause de vase ~ 2.2 kts"
"2024-08-12","12",8,"GP039F",0,"free","Ghislain Bourgeois","13:47:00","13:52:01","        ","        ","13:53:59","        ",NA,NA,NA,NA,NA,NA,-6405.559,-6405.334,4757.7266,4757.6087,24,2.12,75,NA,"",0,NA,"Chalut déchiré (poche et belly) - accroche et force ~ 2.2 kts"
"2024-08-12","12",9,"GP039FR1",0,"free","Ghislain Bourgeois","14:39:12","14:44:13","        ","        ","14:46:08","        ",NA,NA,NA,NA,NA,NA,-6406.602,-6406.429,4757.9087,4757.761,24,2.04,75,NA,"",0,NA,"Chalut brisé - accroche et force ~ 2.2 kts"
"2024-08-12","12",10,"GP045F",1,"free","Ghislain Bourgeois","16:14:02","16:19:03","16:13:40","        ","16:23:08","16:19:13",NA,NA,-6358.2315,-6357.9323,4756.1758,4756.2043,-6358.211,-6357.932,4756.1779,4756.2043,50,1.1,150,2198,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2024-08-12","12",11,"GP051F",1,"free","Ghislain Bourgeois","17:49:38","17:54:35","17:49:51","        ","17:58:01","17:54:48",NA,NA,-6352.6164,-6352.5359,4749.2736,4749.1026,-6352.62,-6352.535,4749.2806,4749.1026,47,1.13,150,2586,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2024-08-12","12",12,"GP052F",1,"free","Ghislain Bourgeois","18:56:12","19:01:12","18:55:41","        ","19:04:34","19:01:16",NA,NA,-6352.9103,-6352.8244,4745.4541,4745.2585,-6352.903,-6352.824,4745.4366,4745.2585,40,1.1,125,2364,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2024-08-12","12",13,"GP063F",1,"fixed","Ghislain Bourgeois","20:20:34","20:25:36","20:20:34","        ","20:28:11","20:25:38",NA,NA,-6343.8058,-6344.042,4744.8141,4744.9062,-6343.805,-6344.042,4744.8141,4744.9062,36,1.06,100,2645,"average",0,NA,"Accroche et force ~ 2.2 kts"
"2024-08-13","12",1,"GP069F",1,"free","Ghislain Bourgeois","05:53:32","05:58:32","05:53:39","        ","06:01:05","05:58:34",NA,NA,-6342.6664,-6342.478,4754.3682,4754.2368,-6342.671,-6342.478,4754.3711,4754.2368,37,0.98,100,3160,"model",0,NA,"Stable ~ 2.1 kts"
"2024-08-13","12",2,"GP062F",1,"free","Ghislain Bourgeois","07:07:29","07:12:31","07:07:20","        ","07:16:43","07:12:36",NA,NA,-6346.3737,-6346.2847,4759.4452,4759.2619,-6346.37,-6346.284,4759.4402,4759.2619,53,1.14,150,2062,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2024-08-13","12",3,"GP060F",1,"free","Ghislain Bourgeois","08:30:09","08:35:09","08:30:09","        ","08:38:57","08:35:18",NA,NA,-6340.626,-6340.5732,4803.509,4803.3283,-6340.626,-6340.573,4803.509,4803.3283,53,1.3,150,2009,"model",0,NA,"Force a cause de vase ~ 2.2 kts"
"2024-08-13","12",4,"GP087F",1,"fixed","Ghislain Bourgeois","09:51:52","09:56:53","09:51:49","        ","10:00:03","09:56:58",NA,NA,-6332.356,-6332.423,4758.7524,4758.5716,-6332.356,-6332.423,4758.7507,4758.5716,41,0.96,125,3689,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-13","12",5,"GP100F",1,"fixed","Ghislain Bourgeois","11:10:58","11:16:00","11:10:46","        ","11:19:07","11:16:03",NA,NA,-6324.5856,-6324.7361,4759.2882,4759.1173,-6324.59,-6324.736,4759.2811,4759.1173,42,1.02,125,3581,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-13","12",6,"GP082F",1,"free","Ghislain Bourgeois","13:01:01","13:06:03","13:00:36","        ","13:09:52","13:06:13",NA,NA,-6332.2473,-6332.4609,4808.9176,4808.7737,-6332.263,-6332.46,4808.9066,4808.7737,50,1.55,150,3385,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-13","12",7,"GP075F",1,"free","Ghislain Bourgeois","14:07:12","14:12:14","14:06:51","        ","14:16:08","14:12:22",NA,NA,-6330.567,-6330.836,4811.96,4811.874,-6330.584,-6330.836,4811.953,4811.874,51,1.93,150,3862,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-13","12",8,"GP089F",1,"fixed","Ghislain Bourgeois","15:28:48","15:33:48","15:28:50","        ","15:37:44","15:33:56",NA,NA,-6331.4584,-6331.7227,4818.5598,4818.6137,-6331.456,-6331.722,4818.5595,4818.6137,52,1.85,150,3885,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-13","12",9,"GP086F",1,"fixed","Ghislain Bourgeois","16:42:20","16:47:22","16:42:22","        ","16:51:50","16:47:33",NA,NA,-6332.5175,-6332.7942,4823.4268,4823.4507,-6332.515,-6332.794,4823.4268,4823.4507,60,2.66,175,3276,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-13","12",10,"GP103F",1,"fixed","Ghislain Bourgeois","18:01:45","18:06:46","18:01:43","        ","18:10:03","18:06:54",NA,NA,-6324.1375,-6324.4032,4821.6455,4821.5954,-6324.138,-6324.403,4821.645,4821.5954,49,2.1,150,3158,"model",0,NA,"Accroche et force ~ 2.2 kts"
"2024-08-14","12",1,"GP112F",1,"free","Ghislain Bourgeois","05:53:33","05:58:33","05:53:26","        ","06:04:02","05:58:43",NA,NA,-6324.3113,-6324.5946,4826.3811,4826.395,-6324.317,-6324.605,4826.3815,4826.395,64,2.7,200,3343,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-14","12",2,"GP115F",1,"free","Ghislain Bourgeois","07:06:43","07:11:44","07:06:45","        ","07:15:48","07:11:46",NA,NA,-6317.9492,-6318.2186,4826.5733,4826.6322,-6317.947,-6318.218,4826.5729,4826.6322,54,2.39,150,3043,"average",0,NA,"Accroche et force ~ 2.2 kts"
"2024-08-14","12",3,"GP130F",1,"free","Ghislain Bourgeois","09:03:56","09:08:55","09:03:35","        ","09:10:56","09:09:01",NA,NA,-6310.0792,-6310.2187,4818.5267,4818.6992,-6310.09,-6310.218,4818.5365,4818.6992,28,1.38,75,2696,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-18","12",1,"GP191F",1,"free","Denis Eloquin","06:05:43","06:10:45","06:05:43","        ","06:13:17","06:11:43",NA,NA,-6231.31,-6231.0603,4703.5319,4703.5022,-6231.31,-6231.06,4703.5319,4703.5022,38,0.46,125,3655,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-18","12",2,"GP177F",1,"free","Denis Eloquin","07:59:00","08:03:59","07:58:44","        ","08:05:57","08:04:11",NA,NA,-6241.4014,-6241.2342,4709.4723,4709.6111,-6241.388,-6241.234,4709.4751,4709.6111,36,0.46,100,2972,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-18","12",3,"GP190F",1,"free","Denis Eloquin","08:57:44","09:02:46","08:58:03","        ","09:04:37","09:02:51",NA,NA,-6236.4664,-6236.2838,4712.2912,4712.4027,-6236.477,-6236.283,4712.2845,4712.4027,37,0.46,100,2780,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-18","12",4,"GP196F",1,"free","Denis Eloquin","09:53:07","09:58:08","09:52:36","        ","09:59:57","09:58:15",NA,NA,-6234.3643,-6234.2416,4716.3659,4716.5396,-6234.355,-6234.241,4716.3818,4716.5396,35,0.49,100,2856,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-18","12",5,"GP188F",1,"free","Denis Eloquin","10:49:44","10:54:45","10:49:27","        ","10:57:48","10:54:50",NA,NA,-6238.0085,-6237.8206,4715.1472,4715.2824,-6237.997,-6237.82,4715.1547,4715.2824,36,0.46,100,2592,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-18","12",6,"GP161F",1,"fixed","Denis Eloquin","13:09:00","13:14:01","13:08:30","        ","13:16:37","13:14:04",NA,NA,-6254.9969,-6254.7437,4717.772,4717.8475,-6254.977,-6254.743,4717.7791,4717.8475,32,1.54,100,2421,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-19","12",1,"GP114F",1,"free","Denis Eloquin","06:12:33","06:17:35","06:12:29","        ","06:21:00","06:17:46",NA,NA,-6318.603,-6318.4749,4812.8651,4813.0126,-6318.601,-6318.474,4812.8673,4813.0126,51,1.38,150,3981,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-19","12",2,"GP139F",1,"free","Denis Eloquin","07:21:23","07:26:23","07:21:14","        ","07:29:35","07:26:30",NA,NA,-6311.5447,-6311.3411,4812.8713,4812.9834,-6311.538,-6311.341,4812.8754,4812.9834,35,0.77,100,2464,"model",0,NA,"Accroche et force ~ 2.2 kts"
"2024-08-19","12",3,"GP126F",1,"free","Denis Eloquin","08:24:40","08:29:38","08:24:40","        ","08:33:29","08:29:50",NA,NA,-6312.4347,-6312.4528,4809.1138,4809.2862,-6312.434,-6312.452,4809.1138,4809.2862,40,0.78,125,3077,"model",0,NA,"Stable ~ 2.2 kts"
"2024-08-19","12",4,"GP101F",1,"fixed","Denis Eloquin","09:39:47","09:44:47","09:39:34","        ","09:48:21","09:45:00",NA,NA,-6318.5199,-6318.5348,4806.3561,4806.5409,-6318.52,-6318.534,4806.3639,4806.5409,41,0.7,125,3717,"model",0,NA,"Accroche et force ~ 2.2 kts"
